ID,Name,Age,OVA,Nationality,Club,BOV,BP,Position,POT,Team & Contract,Height,Weight,foot,Growth,Joined,Loan Date End,Value,Wage,Release Clause,Contract,Gender
221700,No Dong Geon,28,69,Korea Republic,Suwon Samsung Bluewings,69,GK,GK,72,Suwon Samsung Bluewings 2014 ~ 2025,"6'3""",194lbs,Right,3,"Jan 1, 2014",,€950K,€2K,€1.3M,2014 ~ 2025,Male
221701,Gabriel Boschilia,23,75,Brazil,AS Monaco,74,CAM,CAM LM RW,79,AS Monaco 2015 ~ 2021,"5'8""",139lbs,Left,4,"Aug 11, 2015",,€8.5M,€30K,€16.8M,2015 ~ 2021,Male
221702,Ewandro,22,70,Brazil,FK Austria Wien,71,LW,RM LM CAM,79,"FK Austria Wien Jun 30, 2019 On Loan","5'9""",148lbs,Left,9,"Jul 11, 2016","Jun 30, 2019",€2.7M,€9K,€0,"Jun 30, 2019 On Loan",Male
221705,K. Dempsey,24,63,England,Gillingham,67,RM,CM,68,Gillingham 2020 ~ 2022,"5'10""",165lbs,Right,5,"Aug 17, 2020",,€475K,€2K,€867K,2020 ~ 2022,Male
221709,T. Thompson,24,67,United States,San Jose Earthquakes,68,RM,RB RM CM,70,San Jose Earthquakes 2014 ~ 2020,"5'7""",157lbs,Right,3,"Jan 23, 2014",,€850K,€2K,€1.3M,2014 ~ 2020,Male
221711,C. Duvall,28,66,United States,Portland Timbers,66,RB,RB CB,66,Portland Timbers 2020 ~ 2020,"5'10""",159lbs,Right,0,"Feb 25, 2020",,€550K,€3K,€825K,2020 ~ 2020,Male
221713,D. Lovitz,28,68,United States,Nashville SC,68,LB,LB LWB,68,Nashville SC 2019 ~ 2025,"5'10""",165lbs,Left,0,"Nov 19, 2019",,€775K,€3K,€1.1M,2019 ~ 2025,Male
221714,A. Morelos,24,75,Colombia,Rangers FC,77,ST,ST,82,Rangers FC 2017 ~ 2023,"5'10""",174lbs,Right,7,"Jul 1, 2017",,€9.5M,€44K,€19M,2017 ~ 2023,Male
221736,J. Pereira,27,67,Colombia,Millonarios FC,67,RM,RM CM,67,Millonarios FC 2020 ~ 2020,"6'0""",165lbs,Right,0,"Jan 3, 2020",,€800K,€2K,€1.1M,2020 ~ 2020,Male
221740,E. Crivelli,25,75,France,Medipol Başakşehir FK,77,ST,ST,79,Medipol Başakşehir FK 2019 ~ 2022,"6'0""",174lbs,Right,4,"Jul 27, 2019",,€8.5M,€35K,€16.8M,2019 ~ 2022,Male
221743,Hélder Costa,26,73,Portugal,Leeds United,73,RM,RM RW LM,74,Leeds United 2020 ~ 2024,"5'10""",170lbs,Left,1,"Jul 27, 2020",,€4.7M,€66K,€9.8M,2020 ~ 2024,Male
221750,André Geraldes,29,74,Portugal,Sporting CP,74,RB,RB,74,Sporting CP 2014 ~ 2022,"5'11""",154lbs,Right,0,"Jul 1, 2014",,€4.6M,€12K,€9.2M,2014 ~ 2022,Male
221753,M. Sobottka,26,71,Germany,Fortuna Düsseldorf,72,CDM,CDM CM,73,Fortuna Düsseldorf 2015 ~ 2022,"6'1""",165lbs,Right,2,"Jul 17, 2015",,€2.6M,€16K,€4.4M,2015 ~ 2022,Male
221756,Lee Gwang Hyeok,24,67,Korea Republic,Pohang Steelers,68,LM,LW RW,70,Pohang Steelers 2014 ~ 2025,"5'7""",132lbs,Left,3,"Jan 1, 2014",,€975K,€3K,€1.3M,2014 ~ 2025,Male
221767,K. Choi,25,64,Korea Republic,Karlsruher SC,66,CAM,CAM CF RM,67,Karlsruher SC 2018 ~ 2021,"5'9""",157lbs,Right,3,"Jul 1, 2018",,€575K,€3K,€934K,2018 ~ 2021,Male
221774,Fernando Karanga,29,71,Brazil,Henan Jianye FC,71,ST,ST,71,Henan Jianye FC 2018 ~ 2021,"6'2""",161lbs,Right,0,"Jul 11, 2018",,€2.4M,€11K,€3.7M,2018 ~ 2021,Male
221789,Gwon Wan Gyu,28,66,Korea Republic,Pohang Steelers,66,RB,RB CB,66,Pohang Steelers 2017 ~ 2025,"6'0""",168lbs,Right,0,"Jan 6, 2017",,€550K,€3K,€688K,2017 ~ 2025,Male
221791,R. Kurzawa,27,70,Poland,Amiens SC,70,LM,LM RM,70,Amiens SC 2018 ~ 2021,"6'0""",161lbs,Left,0,"Aug 6, 2018",,€1.9M,€4K,€3.4M,2018 ~ 2021,Male
221793,P. Twumasi,26,71,Ghana,Hannover 96,71,LM,LM ST,72,Hannover 96 2020 ~ 2023,"5'9""",148lbs,Right,1,"Sep 4, 2020",,€2.8M,€17K,€4.7M,2020 ~ 2023,Male
221794,Wescley,26,68,Brazil,Vissel Kobe,68,CAM,CAM RM,68,Vissel Kobe 2017 ~ 2023,"5'8""",152lbs,Left,0,"Jan 16, 2017",,€950K,€4K,€1.2M,2017 ~ 2023,Male
221797,E. Thommy,25,75,Germany,VfB Stuttgart,75,LM,LM RM CAM,76,VfB Stuttgart 2018 ~ 2022,"5'9""",154lbs,Right,1,"Jan 18, 2018",,€8M,€22K,€15M,2018 ~ 2022,Male
221820,Zhang Xizhe,29,70,China PR,China PR,70,CAM,CAM RM CM,70,Beijing Sinobo Guoan FC 2015 ~ 2020,"5'11""",152lbs,Right,0,"Jul 15, 2015",,€1.7M,€11K,€2.7M,Beijing Sinobo Guoan FC 2015 ~ 2020,Male
221824,Piao Cheng,30,67,China PR,Beijing Sinobo Guoan FC,67,CM,CM,67,Beijing Sinobo Guoan FC 2011 ~ 2020,"5'9""",152lbs,Right,0,"Jan 1, 2011",,€700K,€7K,€1.1M,2011 ~ 2020,Male
221827,T. Dierßen,22,62,Germany,Hannover 96,62,RW,CAM RM CM,70,Hannover 96 2019 ~ 2019,"5'8""",141lbs,Right,8,"Jan 26, 2019",,€450K,€5K,€900K,2019 ~ 2019,Male
221832,L. Olaza,25,77,Uruguay,RC Celta,77,LB,LB,80,"RC Celta Jun 30, 2021 On Loan","5'9""",150lbs,Left,3,"Jan 31, 2019","Jun 30, 2021",€10M,€21K,€0,"Jun 30, 2021 On Loan",Male
221838,M. Jojić,28,70,Serbia,Medipol Başakşehir FK,72,CAM,CM RM CDM,70,Medipol Başakşehir FK 2018 ~ 2021,"5'10""",174lbs,Right,0,"Jul 10, 2018",,€1.8M,€20K,€3.4M,2018 ~ 2021,Male
221841,A. Armstrong,23,73,England,Blackburn Rovers,75,ST,ST LW RW,81,Blackburn Rovers 2018 ~ 2022,"5'6""",152lbs,Right,8,"Aug 6, 2018",,€6M,€33K,€12.6M,2018 ~ 2022,Male
221844,Shao Puliang,30,62,China PR,Shijiazhuang Ever Bright F.C.,62,GK,GK,62,Shijiazhuang Ever Bright F.C. 2016 ~ 2020,"6'2""",176lbs,Right,0,"Jan 11, 2016",,€200K,€1K,€310K,2016 ~ 2020,Male
221845,Han Rongze,27,61,China PR,Shandong Luneng TaiShan FC,61,GK,GK,65,Shandong Luneng TaiShan FC 2014 ~ 2020,"6'3""",187lbs,Left,4,"Jan 1, 2014",,€230K,€2K,€385K,2014 ~ 2020,Male
221846,Wang Tong,27,65,China PR,Shandong Luneng TaiShan FC,65,RB,RB,65,Shandong Luneng TaiShan FC 2010 ~ 2022,"5'10""",157lbs,Right,0,"Jan 1, 2010",,€475K,€4K,€760K,2010 ~ 2022,Male
221859,Lee Ju Yong,27,63,Korea Republic,Jeonbuk Hyundai Motors,63,LB,LB,63,Jeonbuk Hyundai Motors 2018 ~ 2025,"5'11""",172lbs,Left,0,"Oct 13, 2018",,€325K,€2K,€423K,2018 ~ 2025,Male
221860,C. Gruezo,25,72,Ecuador,FC Augsburg,73,CDM,CDM CM,79,FC Augsburg 2019 ~ 2024,"5'7""",148lbs,Right,7,"Jul 2, 2019",,€3.9M,€17K,€7.8M,2019 ~ 2024,Male
221865,A. Gomaa,24,71,Egypt,Egypt,71,LB,LB LM RM,75,Egypt Free,"5'6""",141lbs,Left,4,"Aug 16, 2017",,€0,€0,€0,Free,Male
221885,P. Seguin,25,71,Germany,SpVgg Greuther Fürth,72,CDM,CDM CM RB,75,SpVgg Greuther Fürth 2019 ~ 2022,"6'1""",174lbs,Right,4,"May 7, 2019",,€2.8M,€6K,€4.6M,2019 ~ 2022,Male
221890,J. Fulton,26,71,Scotland,Swansea City,72,CDM,CDM CM,75,Swansea City 2014 ~ 2021,"6'0""",172lbs,Right,4,"Jan 31, 2014",,€2.7M,€17K,€5.3M,2014 ~ 2021,Male
221895,A. Koryan,22,64,Russia,Lokomotiv Moscow,65,RM,CAM RW,72,Lokomotiv Moscow 2017 ~ 2019,"5'7""",134lbs,Right,8,"Jul 12, 2017",,€675K,€10K,€1.1M,2017 ~ 2019,Male
221896,D. Avdijaj,22,68,Kosovo,Heart of Midlothian,70,CAM,LM CAM,73,Heart of Midlothian 2020 ~ 2020,"5'8""",154lbs,Right,5,"Jan 20, 2020",,€1.2M,€3K,€2.2M,2020 ~ 2020,Male
221906,C. Donaldson,25,65,Scotland,Ross County FC,67,CB,CB,71,Ross County FC 2020 ~ 2022,"6'2""",183lbs,Right,6,"Jan 15, 2020",,€650K,€2K,€1.3M,2020 ~ 2022,Male
221907,B. Ould-Chikh,22,64,Morocco,ADO Den Haag,65,CAM,RW LW,68,ADO Den Haag 2019 ~ 2021,"5'7""",132lbs,Left,4,"Aug 7, 2019",,€600K,€2K,€915K,2019 ~ 2021,Male
221908,L. Morgan,23,68,Scotland,Inter Miami,69,RM,RM LM,74,Inter Miami 2020 ~ 2025,"5'10""",165lbs,Right,6,"Jan 31, 2020",,€1.2M,€3K,€2M,2020 ~ 2025,Male
221909,J. Staněk,24,66,Czech Republic,Viktoria Plzeň,66,GK,GK,74,Viktoria Plzeň 2020 ~ 2025,"6'4""",185lbs,Right,8,"Jan 8, 2020",,€725K,€500,€1.7M,2020 ~ 2025,Male
221912,Kang Hyeon Mu,25,70,Korea Republic,Pohang Steelers,70,GK,GK,74,Pohang Steelers 2014 ~ 2025,"6'1""",172lbs,Right,4,"Jan 1, 2014",,€1.7M,€4K,€2.3M,2014 ~ 2025,Male
221919,A. Zeneli,25,74,Kosovo,Stade de Reims,75,CAM,LM LW,77,Stade de Reims 2019 ~ 2024,"5'9""",159lbs,Right,3,"Jan 26, 2019",,€7M,€21K,€14.5M,2019 ~ 2024,Male
221923,Vigaray,25,74,Spain,Real Zaragoza,74,RB,RB,77,Real Zaragoza 2019 ~ 2023,"6'0""",154lbs,Right,3,"Jul 11, 2019",,€6M,€9K,€10.1M,2019 ~ 2023,Male
221924,K. Fisker,31,67,Denmark,Brøndby IF,68,LM,CM,67,Brøndby IF 2017 ~ 2020,"5'7""",157lbs,Left,0,"Jul 1, 2017",,€650K,€7K,€813K,2017 ~ 2020,Male
221931,P. Žulj,27,71,Austria,RSC Anderlecht,72,CM,CM CDM,72,RSC Anderlecht 2019 ~ 2022,"6'1""",176lbs,Left,1,"Jan 16, 2019",,€2.7M,€14K,€4.3M,2019 ~ 2022,Male
221934,S. Scougall,26,65,Scotland,Carlisle United,69,LM,CM CAM LM,66,Carlisle United 2019 ~ 2020,"5'7""",126lbs,Left,1,"Jan 31, 2019",,€625K,€4K,€1.1M,2019 ~ 2020,Male
221944,P. Michorl,25,73,Austria,LASK Linz,75,CM,CM,77,LASK Linz 2015 ~ 2024,"5'9""",157lbs,Left,4,"Jul 1, 2015",,€5M,€21K,€7.9M,2015 ~ 2024,Male
221969,F. Mladenović,28,71,Serbia,Legia Warszawa,71,LB,LB,71,Legia Warszawa 2020 ~ 2023,"5'11""",143lbs,Left,0,"Jul 20, 2020",,€2M,€8K,€2.8M,2020 ~ 2023,Male
221982,P. Roberts,23,73,England,Manchester City,75,CAM,RW RM,81,Manchester City 2015 ~ 2022,"5'7""",146lbs,Left,8,"Jul 19, 2015",,€6M,€71K,€12.3M,2015 ~ 2022,Male
221983,M. Sánchez,20,65,Argentina,Club Atlético Lanús,66,CAM,CM,79,"Club Atlético Lanús Jun 30, 2018 On Loan","5'9""",159lbs,Right,14,"Jul 1, 2014","Jun 30, 2018",€1.2M,€4K,€0,"Jun 30, 2018 On Loan",Male
221986,J. Hardeveld,25,64,Netherlands,Heracles Almelo,66,CB,LB CB,68,Heracles Almelo 2017 ~ 2021,"6'0""",168lbs,Left,4,"Jul 21, 2017",,€500K,€2K,€763K,2017 ~ 2021,Male
221989,F. Aliti,26,63,Kosovo,Kalmar FF,65,CB,CB,68,Kalmar FF 2019 ~ 2022,"6'1""",170lbs,Left,5,"Feb 3, 2019",,€425K,€950,€563K,2019 ~ 2022,Male
221992,H. Lozano,24,80,Mexico,Napoli,81,CAM,RW ST LW,83,Napoli 2019 ~ 2024,"5'9""",154lbs,Right,3,"Aug 23, 2019",,€19M,€66K,€33.7M,2019 ~ 2024,Male
221994,Núrio Fortuna,25,75,Angola,KAA Gent,76,LWB,LB LM,78,KAA Gent 2020 ~ 2024,"5'10""",161lbs,Left,3,"Jul 7, 2020",,€7.5M,€19K,€11.8M,2020 ~ 2024,Male
222022,L. Di Plácido,26,72,Argentina,Club Atlético Lanús,73,RWB,RB RWB RM,75,Club Atlético Lanús 2017 ~ 2022,"5'9""",159lbs,Right,3,"Aug 27, 2017",,€3.4M,€13K,€5.4M,2017 ~ 2022,Male
222024,T. Casali,24,63,Austria,SCR Altach,63,GK,GK,68,SCR Altach 2020 ~ 2025,"6'3""",181lbs,Right,5,"Aug 3, 2020",,€375K,€2K,€572K,2020 ~ 2025,Male
222028,J. Weigl,24,79,Germany,SL Benfica,80,CDM,CDM CM CB,82,SL Benfica 2020 ~ 2024,"6'1""",159lbs,Right,3,"Jan 2, 2020",,€14.5M,€13K,€30.1M,2020 ~ 2024,Male
222031,T. Mokeke,29,67,South Africa,South Africa,67,CDM,CDM LB CM,67,South Africa Free,"5'9""",152lbs,Left,0,"Jan 1, 2019",,€0,€0,€0,Free,Male
222040,E. Agüero,25,61,Argentina,River Plate Asunción,65,CDM,CM,65,River Plate Asunción 2019 ~ 2025,"5'9""",161lbs,Right,4,"Jan 2, 2019",,€325K,€500,€723K,2019 ~ 2025,Male
222041,L. Boyé,24,69,Argentina,Elche CF,71,ST,LW ST CAM,74,"Elche CF Jun 30, 2021 On Loan","6'0""",174lbs,Right,5,"Jul 1, 2016","Jun 30, 2021",€1.4M,€9K,€0,"Jun 30, 2021 On Loan",Male
222045,C. Halkett,24,71,Scotland,Heart of Midlothian,72,CB,CB,78,Heart of Midlothian 2019 ~ 2022,"6'0""",165lbs,Right,7,"Jul 1, 2019",,€3M,€5K,€5.9M,2019 ~ 2022,Male
222052,Lee Myung Jae,26,65,Korea Republic,Sangju Sangmu FC,66,LM,LB,67,"Sangju Sangmu FC Jun 23, 2021 On Loan","6'0""",150lbs,Left,2,"Jan 1, 2014","Jun 23, 2021",€575K,€1K,€0,"Jun 23, 2021 On Loan",Male
222059,Mosquito,21,67,Brazil,Arsenal de Sarandí,66,ST,ST,81,Arsenal de Sarandí 2016 ~ 2019,"5'9""",154lbs,Right,14,"Jan 5, 2016",,€1.7M,€6K,€3.5M,2016 ~ 2019,Male
222060,Nathan,23,71,Brazil,Chelsea,73,CAM,LM CAM,76,Chelsea 2015 ~ 2021,"5'10""",157lbs,Right,5,"Jul 1, 2015",,€3.2M,€45K,€6.3M,2015 ~ 2021,Male
222077,M. Locatelli,22,78,Italy,Sassuolo,79,CDM,CDM CM,84,Sassuolo 2019 ~ 2023,"5'11""",154lbs,Right,6,"Jul 1, 2019",,€13M,€27K,€24.7M,2019 ~ 2023,Male
222078,B. Jamieson,21,64,United States,LA Galaxy,64,RW,IVST RM CF,74,LA Galaxy 2014 ~ 2023,"6'3""",165lbs,Right,10,"Feb 20, 2014",,€725K,€2K,€1.3M,2014 ~ 2023,Male
222079,J. Onomah,23,67,England,Fulham,71,CAM,CM CAM LM,76,Fulham 2019 ~ 2023,"6'1""",154lbs,Right,9,"Aug 8, 2019",,€1.2M,€24K,€2.5M,2019 ~ 2023,Male
222081,N. Sandberg,25,66,Norway,FK Haugesund,68,LM,RW,68,FK Haugesund 2019 ~ 2022,"6'0""",161lbs,Left,2,"Jan 27, 2019",,€775K,€2K,€1M,2019 ~ 2022,Male
222087,T. Golley,29,61,Germany,1. FC Saarbrücken,61,RM,RM ST LM,61,1. FC Saarbrücken 2019 ~ 2021,"6'0""",163lbs,Right,0,"Jul 1, 2019",,€250K,€1K,€363K,2019 ~ 2021,Male
222095,C. Burton,23,59,England,Cambridge United,59,GK,GK,65,Cambridge United 2019 ~ 2021,"6'2""",176lbs,Right,6,"Jul 1, 2019",,€160K,€1K,€312K,2019 ~ 2021,Male
222096,H. Lewis,22,62,England,Southampton,62,GK,GK,74,Southampton 2015 ~ 2021,"6'3""",170lbs,Right,12,"Aug 31, 2015",,€425K,€5K,€893K,2015 ~ 2021,Male
222104,T. Adarabioyo,22,70,England,Manchester City,72,CB,CB RB,81,Manchester City 2014 ~ 2021,"6'4""",172lbs,Right,11,"Oct 1, 2014",,€2.8M,€40K,€5.7M,2014 ~ 2021,Male
222109,C. Cadden,23,67,Scotland,Columbus Crew SC,69,RM,RB,74,Columbus Crew SC 2019 ~ 2021,"6'0""",168lbs,Right,7,"Jul 23, 2019",,€950K,€2K,€1.6M,2019 ~ 2021,Male
222116,D. Ramírez,24,67,Mexico,Club León,68,RM,LM LW,73,Club León 2020 ~ 2022,"5'5""",148lbs,Right,6,"Jun 19, 2020",,€1M,€7K,€1.9M,2020 ~ 2022,Male
222118,Zhang Chenglin,33,61,China PR,Wuhan Zall,61,CB,CB LB,61,"Wuhan Zall Dec 31, 2020 On Loan","6'0""",168lbs,Right,0,"Jan 1, 2017","Dec 31, 2020",€120K,€2K,€0,"Dec 31, 2020 On Loan",Male
222123,A. Long,27,75,United States,New York Red Bulls,77,CB,CB,78,New York Red Bulls 2017 ~ 2021,"6'1""",190lbs,Right,3,"Feb 22, 2017",,€7M,€8K,€11M,2017 ~ 2021,Male
222129,A. Koselev,26,69,Moldova,Fortuna Sittard,69,GK,GK,71,Fortuna Sittard 2018 ~ 2021,"6'7""",198lbs,Right,2,"Jul 10, 2018",,€925K,€5K,€1.4M,2018 ~ 2021,Male
222134,T. Hamed,31,76,Egypt,Egypt,76,CDM,CDM CM,76,Egypt Free,"5'7""",148lbs,Right,0,"Sep 8, 2014",,€0,€0,€0,Free,Male
222148,O. Duda,25,75,Slovakia,1. FC Köln,77,CAM,CAM CM,79,1. FC Köln 2020 ~ 2024,"5'11""",165lbs,Right,4,"Sep 16, 2020",,€8.5M,€24K,€15.9M,2020 ~ 2024,Male
222156,J. Bree,22,67,England,Luton Town,67,RB,RB LB,76,Luton Town 2020 ~ 2022,"5'10""",163lbs,Right,9,"Sep 1, 2020",,€1.1M,€4K,€2.3M,2020 ~ 2022,Male
222160,Y. Koné,24,76,Mali,Elche CF,76,LB,LB,81,"Elche CF Jun 30, 2021 On Loan","5'9""",157lbs,Left,5,"Jul 11, 2019","Jun 30, 2021",€9M,€16K,€0,"Jun 30, 2021 On Loan",Male
222165,E. Hansson,22,69,Sweden,Fortuna Sittard,70,RM,LM,77,Fortuna Sittard 2020 ~ 2024,"5'8""",141lbs,Right,8,"Jul 1, 2020",,€1.5M,€6K,€2.5M,2020 ~ 2024,Male
222168,L. Salvesen,24,64,Norway,Strømsgodset IF,66,ST,ST,70,Strømsgodset IF 2019 ~ 2023,"6'1""",181lbs,Left,6,"Aug 16, 2019",,€625K,€1K,€906K,2019 ~ 2023,Male
222176,Liu Weiguo,28,57,China PR,Guangzhou Evergrande Taobao FC,57,GK,GK,60,Guangzhou Evergrande Taobao FC 2015 ~ 2020,"6'5""",187lbs,Right,3,"Jul 10, 2015",,€90K,€3K,€151K,2015 ~ 2020,Male
222188,Zhou Tong,30,61,China PR,Wuhan Zall,61,LM,LM LWB,61,Wuhan Zall 2018 ~ 2020,"5'7""",146lbs,Right,0,"Feb 2, 2018",,€240K,€2K,€372K,2018 ~ 2020,Male
222191,Sun Bo,29,59,China PR,Dalian YiFang FC,59,RM,RM RW,59,Dalian YiFang FC 2010 ~ 2022,"5'10""",161lbs,Right,0,"Jul 1, 2010",,€150K,€3K,€233K,2010 ~ 2022,Male
222200,Liu Jiashen,28,53,China PR,Qingdao Huanghai F.C.,55,CB,CB,55,Qingdao Huanghai F.C. 2016 ~ 2022,"6'3""",176lbs,Right,2,"Jan 1, 2016",,€60K,€2K,€98K,2016 ~ 2022,Male
222204,Cao Yunding,30,72,China PR,Shanghai Greenland Shenhua FC,72,LM,LM LW,72,Shanghai Greenland Shenhua FC 2011 ~ 2022,"5'8""",154lbs,Right,0,"Feb 1, 2011",,€2.9M,€13K,€4.5M,2011 ~ 2022,Male
222206,J. Correa,26,64,France,FC Chambly Oise,66,RM,ST LM LW,66,FC Chambly Oise 2020 ~ 2023,"5'7""",150lbs,Right,2,"Jun 26, 2020",,€550K,€2K,€1M,2020 ~ 2023,Male
222215,P. Strand,25,65,Norway,SK Brann,69,RM,CM LW,68,SK Brann 2019 ~ 2022,"5'9""",157lbs,Right,3,"Jan 14, 2019",,€675K,€2K,€894K,2019 ~ 2022,Male
222224,P. Anton,29,70,Romania,Romania,70,CDM,CDM CM,70,Romania Free,"6'0""",181lbs,Right,0,"Aug 21, 2018",,€0,€0,€0,Free,Male
222226,V. Bozhikov,32,67,Bulgaria,Bulgaria,67,CB,CB,67,Bulgaria Free,"6'1""",176lbs,Left,0,"Jul 29, 2017",,€0,€0,€0,Free,Male
222227,P. Berg,22,72,Norway,FK Bodø/Glimt,74,CM,CM CDM,80,FK Bodø/Glimt 2014 ~ 2021,"5'10""",154lbs,Right,8,"Mar 5, 2014",,€4.5M,€4K,€6.5M,2014 ~ 2021,Male
222229,Yang Hyung Mo,28,63,Korea Republic,Suwon Samsung Bluewings,63,GK,GK,64,Suwon Samsung Bluewings 2016 ~ 2025,"6'1""",185lbs,Left,1,"Jan 1, 2016",,€300K,€1K,€398K,2016 ~ 2025,Male
222240,Ji Xiang,30,69,China PR,Jiangsu Suning FC,69,RB,RB RM,69,Jiangsu Suning FC 2008 ~ 2020,"6'1""",165lbs,Right,0,"Jul 1, 2008",,€825K,€9K,€1.3M,2008 ~ 2020,Male
222256,T. Bishop,23,64,England,Ipswich Town,68,CAM,CM,70,Ipswich Town 2014 ~ 2021,"5'10""",148lbs,Right,6,"Mar 7, 2014",,€600K,€3K,€1.2M,2014 ~ 2021,Male
222262,C. Dessers,25,72,Nigeria,KRC Genk,74,ST,ST,75,KRC Genk 2020 ~ 2024,"6'1""",185lbs,Right,3,"Jul 7, 2020",,€4M,€13K,€6.3M,2020 ~ 2024,Male
222263,N. Jackers,22,67,Belgium,Waasland-Beveren,67,GK,GK,73,Waasland-Beveren 2020 ~ 2021,"6'2""",176lbs,Right,6,"Aug 31, 2020",,€800K,€3K,€1.3M,2020 ~ 2021,Male
222266,J. Bartosz,22,62,Poland,Wisła Kraków,62,RB,RB RM,68,Wisła Kraków 2014 ~ 2020,"6'0""",170lbs,Right,6,"Mar 7, 2014",,€375K,€2K,€581K,2014 ~ 2020,Male
222273,Jiang Zhipeng,31,69,China PR,China PR,69,LB,LB LM LWB,69,Shenzhen FC 2020 ~ 2022,"5'11""",154lbs,Left,0,"Jul 23, 2020",,€750K,€7K,€1.2M,Shenzhen FC 2020 ~ 2022,Male
222278,Tang Miao  B,29,70,China PR,Guangzhou R&F FC,70,RB,RB RM RWB,70,Guangzhou R&F FC 2011 ~ 2021,"5'10""",163lbs,Right,0,"Jan 1, 2011",,€1.5M,€9K,€2.3M,2011 ~ 2021,Male
222279,Chang Feiya,27,56,China PR,Guangzhou R&F FC,59,RM,ST LW RM,57,Guangzhou R&F FC 2013 ~ 2020,"5'11""",143lbs,Right,1,"Jan 1, 2013",,€110K,€3K,€179K,2013 ~ 2020,Male
222286,G. Lloris,24,67,France,AJ Auxerre,69,CB,CB,70,AJ Auxerre 2020 ~ 2022,"6'3""",183lbs,Left,3,"Jun 25, 2020",,€875K,€2K,€1.6M,2020 ~ 2022,Male
222315,G. Esparza,27,70,Argentina,Sol de América,70,LM,LM,70,Sol de América 2020 ~ 2025,"5'6""",152lbs,Left,0,"Aug 17, 2020",,€1.9M,€500,€4.1M,2020 ~ 2025,Male
222319,J. Angulo,24,68,Colombia,Junior FC,69,LWB,LB,73,Junior FC 2020 ~ 2020,"6'0""",163lbs,Left,5,"Jan 8, 2020",,€1.1M,€2K,€1.6M,2020 ~ 2020,Male
222329,M. Wdowiak,23,67,Poland,Cracovia,68,RM,RM LM,72,Cracovia 2014 ~ 2021,"5'9""",132lbs,Right,5,"Jan 1, 2014",,€1M,€3K,€1.4M,2014 ~ 2021,Male
222331,L. Klostermann  B,24,80,Germany,RB Leipzig,82,CB,CB RB RWB,85,RB Leipzig 2014 ~ 2024,"6'2""",194lbs,Right,5,"Aug 22, 2014",,€18M,€46K,€32M,2014 ~ 2024,Male
222345,Zang Yifeng,26,49,China PR,Shijiazhuang Ever Bright F.C.,52,CAM,LW,50,Shijiazhuang Ever Bright F.C. 2019 ~ 2020,"5'6""",132lbs,Left,1,"Feb 22, 2019",,€35K,€2K,€57K,2019 ~ 2020,Male
222346,Shi Ke,27,67,China PR,Shanghai SIPG FC,69,CB,CB,70,Shanghai SIPG FC 2015 ~ 2020,"6'0""",176lbs,Right,3,"Jan 1, 2015",,€825K,€4K,€1.4M,2015 ~ 2020,Male
222352,A. Ajeti,23,72,Switzerland,Celtic,74,ST,ST,79,Celtic 2020 ~ 2024,"6'0""",172lbs,Right,7,"Aug 13, 2020",,€4.4M,€33K,€8.8M,2020 ~ 2024,Male
222355,L. Valzania,23,67,Italy,US Cremonese,68,CAM,CM,74,"US Cremonese Jun 30, 2020 On Loan","6'0""",170lbs,Right,7,"Jul 1, 2015","Jun 30, 2020",€1.1M,€1K,€0,"Jun 30, 2020 On Loan",Male
222357,B. Embolo,23,78,Switzerland,Borussia Mönchengladbach,80,ST,ST CAM,84,Borussia Mönchengladbach 2019 ~ 2023,"6'1""",190lbs,Right,6,"Jul 1, 2019",,€14.5M,€37K,€27.6M,2019 ~ 2023,Male
222368,A. Miranchuk,24,76,Russia,Lokomotiv Moscow,78,CAM,CAM RM,83,Lokomotiv Moscow 2012 ~ 2021,"6'0""",159lbs,Right,7,"Jan 1, 2012",,€11M,€38K,€19.8M,2012 ~ 2021,Male
222369,E. Smith,23,66,Sweden,IFK Norrköping,67,CM,CDM CB,72,"IFK Norrköping Dec 31, 2020 On Loan","6'4""",190lbs,Right,6,"Jul 1, 2018","Dec 31, 2020",€800K,€2K,€0,"Dec 31, 2020 On Loan",Male
222379,F. Arce,23,63,United States,Club Necaxa,65,CB,CDM CM,72,Club Necaxa 2020 ~ 2023,"6'0""",172lbs,Right,9,"Jan 3, 2020",,€525K,€2K,€971K,2020 ~ 2023,Male
222380,J. Meza,26,60,Mexico,Querétaro,60,RB,RB,61,Querétaro 2020 ~ 2025,"5'10""",165lbs,Right,1,"Jul 21, 2020",,€210K,€2K,€362K,2020 ~ 2025,Male
222382,L. Chávez,24,66,Mexico,Pachuca,68,CAM,CM RM,73,Pachuca 2019 ~ 2021,"5'10""",159lbs,Left,7,"Jul 1, 2019",,€900K,€5K,€1.7M,2019 ~ 2021,Male
222389,N. Haikin,24,66,Russia,FK Bodø/Glimt,66,GK,GK,72,FK Bodø/Glimt 2019 ~ 2021,"6'1""",150lbs,Right,6,"Mar 11, 2019",,€675K,€1K,€979K,2019 ~ 2021,Male
222390,Unai López,24,77,Spain,Athletic Club de Bilbao,79,CAM,CM CDM,81,Athletic Club de Bilbao 2013 ~ 2022,"5'7""",154lbs,Right,4,"Jul 1, 2013",,€11.5M,€21K,€25M,2013 ~ 2022,Male
